click_id,date,order,country,session ID,page 1 (main category),page 2 (clothing model),colour,location,model photography,page,price,Clicked
43735,2024-04-28,4,29,6284,1.0,A5,3,2,1,1,35.0,1
43736,2024-04-28,5,29,6284,1.0,A15,14,5,2,1,41.0,0
43737,2024-04-28,6,29,6284,3.0,,9,6,1,1,40.0,0
43738,2024-04-28,7,29,6284,3.0,C21,14,1,1,2,52.0,0
43739,2024-04-28,8,29,6284,3.0,C30,2,4,2,2,29.0,0
43740,2024-04-28,9,29,6284,4.0,P4,4,2,1,1,58.0,0
43741,2024-04-28,1,29,6285,1.0,A25,1,3,1,2,42.0,0
43742,2024-04-28,2,29,6285,1.0,A28,1,4,2,2,45.0,0
43743,2024-04-28,3,29,6285,1.0,A31,6,5,2,2,51.0,0
43744,2024-04-28,4,29,6285,1.0,A26,2,3,1,2,34.0,1
43745,2024-04-28,5,29,6285,1.0,A29,2,4,1,2,58.0,1
43746,2024-04-28,6,29,6285,1.0,A41,4,2,1,3,46.0,0
43747,2024-04-28,7,29,6285,4.0,P16,7,6,1,1,46.0,0
43748,2024-04-28,8,29,6285,4.0,P6,2,2,1,1,54.0,0
43749,2024-04-28,9,29,6285,4.0,P48,9,4,2,3,38.0,0
43750,2024-04-28,10,29,6285,4.0,P6,2,2,1,1,51.0,1
43751,2024-04-28,11,29,6285,1.0,A28,1,4,2,2,32.0,0
43752,2024-04-28,1,16,6286,2.0,B23,7,2,1,2,32.0,0
43753,2024-04-28,2,16,6286,2.0,B24,11,2,1,2,53.0,0
43754,2024-04-28,3,16,6286,3.0,C2,12,1,1,1,38.0,1
43755,2024-04-28,1,29,6287,4.0,P46,14,4,1,3,42.0,1
43756,2024-04-28,2,29,6287,4.0,P61,1,3,2,4,43.0,0
43757,2024-04-28,3,29,6287,4.0,P73,11,1,2,5,40.0,0
43758,2024-04-28,4,29,6287,2.0,B17,6,6,2,1,45.0,1
43759,2024-04-28,5,29,6287,2.0,B10,2,4,1,1,53.0,1
43760,2024-04-28,6,29,6287,2.0,B33,6,5,2,2,33.0,0
43761,2024-04-28,7,29,6287,1.0,A31,6,5,2,2,51.0,0
43762,2024-04-28,8,29,6287,1.0,A41,4,2,1,3,35.0,0
43763,2024-04-28,9,29,6287,3.0,C3,6,1,2,1,32.0,0
43764,2024-04-28,10,29,6287,3.0,C26,14,3,1,2,26.0,0
43765,2024-04-28,11,29,6287,3.0,C27,11,3,1,2,39.0,0
43766,2024-04-28,12,29,6287,3.0,C33,14,5,1,2,35.0,1
43767,2024-04-28,13,29,6287,3.0,C40,14,2,2,3,46.0,0
43768,2024-04-28,14,29,6287,3.0,C56,6,1,2,4,55.0,1
43769,2024-04-28,1,9,6288,1.0,A15,14,5,2,1,46.0,0
43770,2024-04-28,1,9,6289,1.0,A33,1,5,1,2,46.0,0
43771,2024-04-28,2,9,6289,1.0,A34,2,6,1,2,49.0,0
43772,2024-04-28,3,9,6289,1.0,A5,3,2,1,1,35.0,0
43773,2024-04-28,1,24,6290,2.0,B10,2,4,1,1,55.0,0
43774,2024-04-28,2,24,6290,2.0,B13,12,5,2,1,47.0,0
43775,2024-04-28,1,29,6291,1.0,A13,1,5,1,1,32.0,0
43776,2024-04-28,2,29,6291,1.0,A18,4,6,1,1,45.0,1
43777,2024-04-28,3,29,6291,1.0,A10,3,4,1,1,46.0,0
43778,2024-04-28,4,29,6291,3.0,C15,6,5,1,1,38.0,0
43779,2024-04-28,5,29,6291,1.0,A21,1,1,1,2,55.0,0
43780,2024-04-28,6,29,6291,1.0,A41,4,2,1,3,33.0,0
43781,2024-04-28,7,29,6291,1.0,A22,4,2,1,2,49.0,0
43782,2024-04-28,8,29,6291,1.0,A31,6,5,2,2,52.0,0
43783,2024-04-28,9,29,6291,1.0,A23,6,2,2,2,29.0,0
43784,2024-04-28,10,29,6291,3.0,C36,14,6,1,2,35.0,1
43785,2024-04-28,1,29,6292,3.0,C24,12,2,1,2,44.0,0
43786,2024-04-28,2,29,6292,3.0,C48,6,4,1,3,35.0,0
43787,2024-04-28,3,29,6292,3.0,C40,14,2,2,3,37.0,1
43788,2024-04-28,4,29,6292,3.0,C47,13,4,2,3,44.0,0
43789,2024-04-28,1,29,6293,3.0,C17,14,6,1,1,47.0,1
43790,2024-04-28,2,29,6293,4.0,P16,7,6,1,1,40.0,1
43791,2024-04-28,3,29,6293,1.0,A12,2,4,1,1,39.0,0
43792,2024-04-28,4,29,6293,3.0,C17,14,6,1,1,57.0,0
43793,2024-04-28,1,24,6294,3.0,C7,13,3,1,1,40.0,1
43794,2024-04-28,1,29,6295,1.0,A16,1,6,1,1,39.0,1
43795,2024-04-28,2,29,6295,1.0,A31,6,5,2,2,48.0,0
43796,2024-04-28,1,29,6296,2.0,B11,2,4,1,1,46.0,0
43797,2024-04-28,1,29,6297,1.0,A2,3,1,1,1,33.0,1
43798,2024-04-28,2,29,6297,1.0,A8,3,3,1,1,47.0,0
43799,2024-04-28,1,29,6298,2.0,B8,4,3,2,1,52.0,1
43800,2024-04-28,2,29,6298,2.0,B4,10,2,1,1,59.0,1
43801,2024-04-28,1,29,6299,1.0,A16,1,6,1,1,43.0,0
43802,2024-04-28,2,29,6299,1.0,A18,4,6,1,1,49.0,1
43803,2024-04-28,3,29,6299,1.0,A18,4,6,1,1,33.0,0
43804,2024-04-28,4,29,6299,1.0,A21,1,1,1,2,51.0,0
43805,2024-04-28,5,29,6299,3.0,C46,2,4,1,3,47.0,0
43806,2024-04-28,1,41,6300,3.0,,9,5,1,1,40.0,0
43807,2024-04-28,2,41,6300,3.0,C51,6,5,1,3,34.0,0
43808,2024-04-28,3,41,6300,3.0,C56,6,1,2,4,46.0,0
43809,2024-04-28,4,41,6300,4.0,P77,7,2,1,5,39.0,0
43810,2024-04-28,5,41,6300,2.0,B23,7,2,1,2,46.0,1
43811,2024-04-28,6,41,6300,2.0,B24,11,2,1,2,54.0,1
43812,2024-04-28,7,41,6300,3.0,C2,12,1,1,1,45.0,0
43813,2024-04-28,1,9,6301,1.0,A4,3,2,2,1,42.0,1
43814,2024-04-28,1,9,6302,1.0,A21,1,1,1,2,57.0,0
43815,2024-04-28,2,9,6302,1.0,A41,4,2,1,3,43.0,0
43816,2024-04-28,3,9,6302,3.0,C25,2,3,1,2,42.0,1
43817,2024-04-28,4,9,6302,3.0,C34,7,6,1,2,42.0,0
43818,2024-04-28,5,9,6302,3.0,C29,6,4,2,2,55.0,1
43819,2024-04-28,6,9,6302,3.0,C49,4,5,2,3,39.0,0
43820,2024-04-28,7,9,6302,3.0,C47,13,4,2,3,36.0,0
43821,2024-04-28,1,29,6303,2.0,B1,4,1,1,1,46.0,1
43822,2024-04-28,2,29,6303,2.0,B17,6,6,2,1,46.0,0
43823,2024-04-28,3,29,6303,2.0,B5,14,2,2,1,56.0,0
43824,2024-04-28,1,27,6304,2.0,B1,4,1,1,1,42.0,1
43825,2024-04-28,2,27,6304,2.0,B24,11,2,1,2,48.0,0
43826,2024-04-28,3,27,6304,2.0,B24,11,2,1,2,48.0,1
43827,2024-04-28,4,27,6304,3.0,C46,2,4,1,3,46.0,0
43828,2024-04-28,5,27,6304,3.0,C46,2,4,1,3,44.0,0
43829,2024-04-28,6,27,6304,3.0,C48,6,4,1,3,43.0,0
43830,2024-04-28,7,27,6304,3.0,C48,6,4,1,3,34.0,0
43831,2024-04-28,8,27,6304,1.0,A8,3,3,1,1,62.0,1
43832,2024-04-28,9,27,6304,1.0,A22,4,2,1,2,50.0,1
43833,2024-04-28,1,29,6305,4.0,P6,2,2,1,1,46.0,0
43834,2024-04-28,1,29,6306,1.0,A12,2,4,1,1,1455.0,0
43835,2024-04-28,1,29,6307,3.0,C2,12,1,1,1,53.0,0
43836,2024-04-28,2,29,6307,3.0,C7,13,3,1,1,41.0,1
43837,2024-04-28,3,29,6307,3.0,C21,14,1,1,2,49.0,0
43838,2024-04-28,1,29,6308,1.0,A9,3,3,1,1,60.0,0
43839,2024-04-28,2,29,6308,1.0,A8,3,3,1,1,56.0,0
43840,2024-04-28,3,29,6308,4.0,P1,3,1,1,1,33.0,0
43841,2024-04-28,1,9,6309,1.0,A15,14,5,2,1,37.0,0
43842,2024-04-28,2,9,6309,1.0,A3,3,1,1,1,60.0,0
43843,2024-04-28,3,9,6309,1.0,A1,8,1,1,1,36.0,1
43844,2024-04-28,4,9,6309,2.0,B29,2,4,1,2,57.0,0
43845,2024-04-28,1,29,6310,1.0,A15,14,5,2,1,37.0,1
43846,2024-04-28,1,24,6311,1.0,A13,1,5,1,1,44.0,1
43847,2024-04-28,1,29,6312,2.0,B11,2,4,1,1,38.0,0
43848,2024-04-28,2,29,6312,2.0,B12,2,4,1,1,50.0,0
43849,2024-04-28,3,29,6312,2.0,B15,9,5,1,1,54.0,1
43850,2024-04-28,4,29,6312,2.0,B5,14,2,2,1,46.0,1
43851,2024-04-28,5,29,6312,2.0,B14,2,5,1,1,46.0,0
43852,2024-04-28,6,29,6312,2.0,B17,6,6,2,1,34.0,0
43853,2024-04-28,7,29,6312,4.0,P16,7,6,1,1,31.0,0
43854,2024-04-28,8,29,6312,4.0,P6,2,2,1,1,42.0,0
43855,2024-04-28,9,29,6312,4.0,P36,2,6,1,2,54.0,1
43856,2024-04-28,10,29,6312,4.0,P56,2,1,1,4,38.0,1
43857,2024-04-28,1,29,6313,1.0,A4,3,2,2,1,37.0,1
43858,2024-04-28,2,29,6313,1.0,A16,1,6,1,1,42.0,1
43859,2024-04-28,3,29,6313,1.0,A1,8,1,1,1,38.0,0
43860,2024-04-28,4,29,6313,1.0,A10,3,4,1,1,38.0,0
43861,2024-04-28,5,29,6313,1.0,A31,6,5,2,2,51.0,0
43862,2024-04-28,6,29,6313,1.0,A27,3,3,1,2,51.0,1
43863,2024-04-28,7,29,6313,3.0,C49,4,5,2,3,38.0,0
43864,2024-04-28,1,29,6314,1.0,A15,14,5,2,1,35.0,0
43865,2024-04-28,1,24,6315,2.0,B1,4,1,1,1,59.0,0
43866,2024-04-28,2,24,6315,2.0,B4,10,2,1,1,56.0,0
43867,2024-04-28,3,24,6315,2.0,B11,2,4,1,1,47.0,0
43868,2024-04-28,1,29,6316,1.0,A4,3,2,2,1,35.0,1
43869,2024-04-28,1,41,6317,1.0,A2,3,1,1,1,30.0,1
43870,2024-04-28,1,29,6318,4.0,P9,4,3,2,1,19.0,1
43871,2024-04-28,1,29,6319,2.0,B4,10,2,1,1,52.0,0
43872,2024-04-28,2,29,6319,2.0,B32,6,5,1,2,45.0,0
43873,2024-04-28,3,29,6319,2.0,B21,12,1,1,2,63.0,0
43874,2024-04-28,4,29,6319,2.0,B31,9,5,1,2,42.0,1
43875,2024-04-28,5,29,6319,2.0,B24,11,2,1,2,47.0,0
43876,2024-04-28,6,29,6319,2.0,B19,13,1,1,2,37.0,1
43877,2024-04-28,7,29,6319,3.0,,9,5,1,1,34.0,0
43878,2024-04-28,8,29,6319,3.0,C41,13,2,1,3,40.0,0
43879,2024-04-28,9,29,6319,3.0,C38,13,1,1,3,45.0,0
43880,2024-04-28,10,29,6319,4.0,P33,9,5,1,2,45.0,0
43881,2024-04-28,11,29,6319,1.0,A15,14,5,2,1,21.0,1
43882,2024-04-28,12,29,6319,1.0,A41,4,2,1,3,46.0,0
43883,2024-04-28,13,29,6319,1.0,A15,14,5,2,1,39.0,0
43884,2024-04-28,14,29,6319,2.0,B16,12,6,1,1,53.0,0
43885,2024-04-28,15,29,6319,2.0,B24,11,2,1,2,55.0,0
43886,2024-04-28,16,29,6319,2.0,B19,13,1,1,2,25.0,1
43887,2024-04-28,1,29,6320,3.0,C17,14,6,1,1,47.0,0
43888,2024-04-28,2,29,6320,3.0,C12,14,4,1,1,30.0,1
43889,2024-04-28,3,29,6320,3.0,C11,7,4,1,1,54.0,0
43890,2024-04-28,4,29,6320,3.0,C11,7,4,1,1,31.0,1
43891,2024-04-28,5,29,6320,3.0,C6,6,2,1,1,44.0,0
43892,2024-04-28,6,29,6320,3.0,C3,6,1,2,1,34.0,1
43893,2024-04-28,7,29,6320,3.0,C17,14,6,1,1,50.0,0
43894,2024-04-28,8,29,6320,3.0,C17,14,6,1,1,39.0,1
43895,2024-04-28,9,29,6320,3.0,C10,9,4,2,1,37.0,0
43896,2024-04-28,10,29,6320,2.0,B4,10,2,1,1,55.0,0
43897,2024-04-28,11,29,6320,2.0,B13,12,5,2,1,50.0,0
43898,2024-04-28,12,29,6320,2.0,B9,1,3,1,1,42.0,0
43899,2024-04-28,13,29,6320,2.0,B9,1,3,1,1,46.0,0
43900,2024-04-28,1,29,6321,2.0,B10,2,4,1,1,63.0,0
43901,2024-04-28,2,29,6321,2.0,B14,2,5,1,1,57.0,0
43902,2024-04-28,3,29,6321,2.0,,9,5,1,1,46.0,0
43903,2024-04-28,4,29,6321,4.0,P15,4,5,2,1,44.0,0
43904,2024-04-28,5,29,6321,2.0,B26,13,3,1,2,48.0,0
43905,2024-04-28,6,29,6321,2.0,B25,6,3,1,2,37.0,0
43906,2024-04-28,7,29,6321,2.0,B27,2,3,1,2,47.0,0
43907,2024-04-28,1,9,6322,1.0,A4,3,2,2,1,36.0,0
43908,2024-04-28,1,24,6323,2.0,B8,4,3,2,1,49.0,0
43909,2024-04-28,2,24,6323,3.0,C11,7,4,1,1,34.0,0
43910,2024-04-28,3,24,6323,3.0,C11,7,4,1,1,36.0,1
43911,2024-04-28,4,24,6323,3.0,C11,7,4,1,1,43.0,0
43912,2024-04-28,5,24,6323,4.0,P46,14,4,1,3,31.0,1
43913,2024-04-28,6,24,6323,4.0,P46,14,4,1,3,50.0,1
43914,2024-04-28,7,24,6323,4.0,P77,7,2,1,5,45.0,0
43915,2024-04-28,1,29,6324,1.0,A4,3,2,2,1,40.0,1
43916,2024-04-28,2,29,6324,1.0,A31,6,5,2,2,44.0,0
43917,2024-04-28,3,29,6324,3.0,C42,7,2,1,3,40.0,0
43918,2024-04-28,4,29,6324,2.0,B10,2,4,1,1,70.0,1
43919,2024-04-28,5,29,6324,2.0,B23,7,2,1,2,36.0,1
43920,2024-04-28,1,29,6325,3.0,C4,4,2,1,1,54.0,1
43921,2024-04-28,2,29,6325,3.0,C4,4,2,1,1,51.0,1
43922,2024-04-28,3,29,6325,3.0,C16,13,6,1,1,28.0,0
43923,2024-04-28,4,29,6325,3.0,C2,12,1,1,1,48.0,0
43924,2024-04-28,5,29,6325,3.0,C1,4,1,2,1,48.0,0
43925,2024-04-28,6,29,6325,3.0,C8,2,3,2,1,62.0,0
43926,2024-04-28,1,29,6326,2.0,B5,14,2,2,1,51.0,0
43927,2024-04-28,2,29,6326,2.0,B9,1,3,1,1,44.0,0
43928,2024-04-28,3,29,6326,2.0,B15,9,5,1,1,40.0,1
43929,2024-04-28,4,29,6326,2.0,B17,6,6,2,1,43.0,0
43930,2024-04-28,5,29,6326,3.0,C2,12,1,1,1,49.0,1
43931,2024-04-28,6,29,6326,3.0,C4,4,2,1,1,46.0,0
43932,2024-04-28,7,29,6326,3.0,C17,14,6,1,1,35.0,0
43933,2024-04-28,8,29,6326,3.0,C17,14,6,1,1,45.0,0
43934,2024-04-28,9,29,6326,3.0,,9,6,1,1,47.0,1
43935,2024-04-28,10,29,6326,3.0,C18,9,6,1,1,43.0,0
43936,2024-04-28,1,24,6327,3.0,C54,14,6,1,3,51.0,0
43937,2024-04-28,2,24,6327,3.0,C31,12,5,1,2,34.0,0
43938,2024-04-28,1,9,6328,2.0,B1,4,1,1,1,44.0,1
43939,2024-04-28,2,9,6328,2.0,B10,2,4,1,1,52.0,0
43940,2024-04-28,3,9,6328,2.0,B14,2,5,1,1,62.0,0
43941,2024-04-28,4,9,6328,2.0,B17,6,6,2,1,46.0,0
43942,2024-04-28,1,29,6329,1.0,A31,6,5,2,2,62.0,0
43943,2024-04-28,1,29,6330,1.0,A34,2,6,1,2,37.0,0
43944,2024-04-28,1,29,6331,3.0,C4,4,2,1,1,45.0,1
43945,2024-04-28,2,29,6331,3.0,C11,7,4,1,1,1972.0,0
43946,2024-04-28,3,29,6331,1.0,A1,8,1,1,1,38.0,1
43947,2024-04-28,4,29,6331,1.0,A6,3,2,1,1,31.0,0
43948,2024-04-28,5,29,6331,1.0,A6,3,2,1,1,43.0,1
43949,2024-04-28,1,29,6332,2.0,B24,11,2,1,2,45.0,0
43950,2024-04-28,2,29,6332,2.0,B25,6,3,1,2,42.0,1
43951,2024-04-28,3,29,6332,2.0,B26,13,3,1,2,55.0,1
43952,2024-04-28,4,29,6332,2.0,B32,6,5,1,2,34.0,1
43953,2024-04-28,5,29,6332,2.0,B33,6,5,2,2,31.0,0
43954,2024-04-28,6,29,6332,2.0,B23,7,2,1,2,48.0,1
43955,2024-04-28,7,29,6332,2.0,B27,2,3,1,2,51.0,1
43956,2024-04-28,8,29,6332,2.0,B21,12,1,1,2,57.0,0
43957,2024-04-28,9,29,6332,3.0,C5,11,2,1,1,50.0,0
43958,2024-04-28,10,29,6332,1.0,A32,2,5,1,2,42.0,0
43959,2024-04-28,11,29,6332,1.0,A32,2,5,1,2,34.0,0
43960,2024-04-28,12,29,6332,1.0,A41,4,2,1,3,43.0,0
43961,2024-04-28,1,29,6333,1.0,A27,3,3,1,2,47.0,0
43962,2024-04-28,2,29,6333,1.0,A28,1,4,2,2,44.0,0
43963,2024-04-28,3,29,6333,1.0,A41,4,2,1,3,42.0,0
43964,2024-04-28,1,29,6334,1.0,A31,6,5,2,2,57.0,0
43965,2024-04-28,2,29,6334,4.0,P5,3,2,1,1,37.0,0
43966,2024-04-28,3,29,6334,4.0,P49,14,5,1,3,44.0,0
43967,2024-04-28,4,29,6334,4.0,P48,9,4,2,3,43.0,0
43968,2024-04-28,5,29,6334,4.0,P60,14,2,1,4,41.0,0
43969,2024-04-28,6,29,6334,4.0,P75,7,1,1,5,43.0,1
43970,2024-04-28,7,29,6334,4.0,P73,11,1,2,5,42.0,0
43971,2024-04-28,8,29,6334,1.0,A15,14,5,2,1,40.0,0
43972,2024-04-28,9,29,6334,1.0,A16,1,6,1,1,30.0,0
43973,2024-04-28,1,29,6335,3.0,C5,11,2,1,1,41.0,0
43974,2024-04-28,2,29,6335,4.0,P1,3,1,1,1,42.0,1
43975,2024-04-28,3,29,6335,4.0,P55,14,1,2,4,36.0,0
43976,2024-04-28,4,29,6335,4.0,P68,2,5,2,4,45.0,0
43977,2024-04-28,5,29,6335,4.0,P69,9,5,1,4,49.0,0
43978,2024-04-28,1,29,6336,1.0,A26,2,3,1,2,35.0,1
43979,2024-04-28,2,29,6336,1.0,A29,2,4,1,2,58.0,1
43980,2024-04-28,3,29,6336,1.0,A41,4,2,1,3,42.0,0
43981,2024-04-28,4,29,6336,4.0,P5,3,2,1,1,32.0,0
43982,2024-04-28,5,29,6336,4.0,P16,7,6,1,1,50.0,1
43983,2024-04-28,6,29,6336,4.0,P16,7,6,1,1,24.0,1
43984,2024-04-28,7,29,6336,3.0,C15,6,5,1,1,8.0,1
43985,2024-04-28,8,29,6336,4.0,P16,7,6,1,1,48.0,0
43986,2024-04-28,9,29,6336,1.0,A41,4,2,1,3,48.0,0
43987,2024-04-28,1,29,6337,4.0,P70,6,6,2,4,38.0,0
43988,2024-04-28,1,29,6338,1.0,A13,1,5,1,1,30.0,0
43989,2024-04-28,2,29,6338,1.0,A21,1,1,1,2,50.0,1
43990,2024-04-28,1,29,6339,4.0,P15,4,5,2,1,41.0,0
43991,2024-04-28,2,29,6339,4.0,P15,4,5,2,1,29.0,1
43992,2024-04-28,1,29,6340,1.0,A15,14,5,2,1,47.0,0
43993,2024-04-28,2,29,6340,1.0,A16,1,6,1,1,33.0,0
43994,2024-04-28,3,29,6340,3.0,C4,4,2,1,1,39.0,0
43995,2024-04-28,4,29,6340,4.0,P12,4,4,1,1,38.0,1
43996,2024-04-28,1,29,6341,4.0,P16,7,6,1,1,44.0,0
43997,2024-04-28,1,29,6342,1.0,A31,6,5,2,2,54.0,0
43998,2024-04-28,2,29,6342,1.0,A42,6,2,1,3,47.0,0
43999,2024-04-28,3,29,6342,3.0,C56,6,1,2,4,58.0,1
44000,2024-04-28,4,29,6342,3.0,C57,5,1,2,4,42.0,1
44001,2024-04-28,5,29,6342,4.0,P26,4,3,1,2,41.0,1
44002,2024-04-28,6,29,6342,4.0,P20,7,1,1,2,28.0,1
44003,2024-04-28,7,29,6342,4.0,P21,4,1,1,2,38.0,1
44004,2024-04-28,8,29,6342,4.0,P29,5,4,2,2,41.0,0
44005,2024-04-28,9,29,6342,4.0,P40,4,2,1,3,46.0,1
44006,2024-04-28,10,29,6342,4.0,P61,1,3,2,4,35.0,0
44007,2024-04-28,11,29,6342,4.0,P61,1,3,2,4,35.0,0
44008,2024-04-28,12,29,6342,4.0,P80,7,3,1,5,33.0,0
44009,2024-04-28,13,29,6342,4.0,P82,6,4,2,5,50.0,1
44010,2024-04-28,1,29,6343,3.0,C10,9,4,2,1,39.0,0
44011,2024-04-28,1,29,6344,1.0,A11,3,4,1,1,54.0,0
44012,2024-04-28,2,29,6344,1.0,A21,1,1,1,2,60.0,1
44013,2024-04-28,3,29,6344,1.0,A22,4,2,1,2,72.0,0
44014,2024-04-28,4,29,6344,1.0,A28,1,4,2,2,41.0,0
44015,2024-04-28,5,29,6344,1.0,A21,1,1,1,2,59.0,1
44016,2024-04-28,6,29,6344,1.0,A13,1,5,1,1,22.0,1
44017,2024-04-28,7,29,6344,1.0,A15,14,5,2,1,32.0,0
44018,2024-04-28,8,29,6344,1.0,A2,3,1,1,1,38.0,0
44019,2024-04-28,9,29,6344,1.0,A17,2,6,1,1,52.0,0
44020,2024-04-28,10,29,6344,1.0,A19,12,1,2,2,41.0,0
44021,2024-04-28,11,29,6344,1.0,A21,1,1,1,2,53.0,0
44022,2024-04-28,12,29,6344,1.0,A33,1,5,1,2,30.0,0
44023,2024-04-28,13,29,6344,3.0,C18,9,6,1,1,51.0,0
44024,2024-04-28,14,29,6344,3.0,C25,2,3,1,2,40.0,0
44025,2024-04-28,15,29,6344,3.0,C46,2,4,1,3,41.0,1
44026,2024-04-28,16,29,6344,3.0,C49,4,5,2,3,35.0,0
44027,2024-04-28,17,29,6344,3.0,,9,5,2,3,32.0,0
44028,2024-04-28,18,29,6344,3.0,C26,14,3,1,2,27.0,0
44029,2024-04-28,19,29,6344,3.0,C29,6,4,2,2,46.0,0
44030,2024-04-28,1,29,6345,3.0,C6,6,2,1,1,40.0,0
44031,2024-04-28,2,29,6345,3.0,C9,6,3,1,1,39.0,0
44032,2024-04-28,3,29,6345,3.0,C11,7,4,1,1,40.0,1
44033,2024-04-28,1,29,6346,2.0,B11,2,4,1,1,43.0,1
44034,2024-04-28,2,29,6346,2.0,B10,2,4,1,1,58.0,1
44035,2024-04-28,3,29,6346,2.0,B27,2,3,1,2,50.0,1
44036,2024-04-28,1,29,6347,4.0,P6,2,2,1,1,36.0,0
44037,2024-04-28,2,29,6347,4.0,P5,3,2,1,1,24.0,1
44038,2024-04-28,3,29,6347,4.0,,9,4,2,3,47.0,1
44039,2024-04-28,4,29,6347,4.0,P63,14,3,2,4,42.0,0
44040,2024-04-28,5,29,6347,4.0,P70,6,6,2,4,35.0,1
44041,2024-04-28,6,29,6347,3.0,C1,4,1,2,1,43.0,0
44042,2024-04-28,7,29,6347,3.0,C5,11,2,1,1,48.0,0
44043,2024-04-28,8,29,6347,3.0,,9,5,1,1,42.0,0
44044,2024-04-28,9,29,6347,2.0,B24,11,2,1,2,60.0,0
44045,2024-04-28,10,29,6347,4.0,P3,2,1,1,1,48.0,1
44046,2024-04-28,1,29,6348,1.0,A7,3,3,1,1,36.0,0
44047,2024-04-28,2,29,6348,3.0,,9,5,1,1,60.0,1
44048,2024-04-28,3,29,6348,3.0,C15,6,5,1,1,32.0,1
44049,2024-04-28,4,29,6348,3.0,C7,13,3,1,1,43.0,0
44050,2024-04-28,5,29,6348,3.0,C29,6,4,2,2,52.0,0
44051,2024-04-28,1,29,6349,3.0,C29,6,4,2,2,45.0,0
44052,2024-04-28,2,29,6349,3.0,C40,14,2,2,3,42.0,1
44053,2024-04-28,3,29,6349,3.0,C29,6,4,2,2,47.0,0
44054,2024-04-28,1,29,6350,2.0,B16,12,6,1,1,44.0,0
44055,2024-04-28,2,29,6350,2.0,B4,10,2,1,1,59.0,0
44056,2024-04-28,3,29,6350,1.0,A4,3,2,2,1,38.0,0
44057,2024-04-28,4,29,6350,3.0,C9,6,3,1,1,38.0,1
44058,2024-04-28,1,29,6351,2.0,B10,2,4,1,1,58.0,0
44059,2024-04-28,1,29,6352,2.0,B14,2,5,1,1,50.0,0
44060,2024-04-28,2,29,6352,2.0,B7,6,3,1,1,42.0,0
44061,2024-04-28,3,29,6352,2.0,B22,2,2,1,2,57.0,0
44062,2024-04-28,4,29,6352,2.0,B23,7,2,1,2,49.0,0
44063,2024-04-28,5,29,6352,3.0,C32,2,5,1,2,36.0,1
44064,2024-04-28,6,29,6352,3.0,C46,2,4,1,3,41.0,0
44065,2024-04-28,1,29,6353,1.0,A1,8,1,1,1,32.0,0
44066,2024-04-28,2,29,6353,1.0,A2,3,1,1,1,35.0,1
44067,2024-04-28,3,29,6353,1.0,A3,3,1,1,1,64.0,1
44068,2024-04-28,4,29,6353,1.0,A6,3,2,1,1,37.0,0
44069,2024-04-28,5,29,6353,3.0,C1,4,1,2,1,32.0,1
44070,2024-04-28,6,29,6353,3.0,C1,4,1,2,1,30.0,0
44071,2024-04-28,7,29,6353,3.0,C3,6,1,2,1,30.0,0
44072,2024-04-28,8,29,6353,3.0,C9,6,3,1,1,50.0,0
44073,2024-04-28,9,29,6353,4.0,P1,3,1,1,1,44.0,0
44074,2024-04-28,10,29,6353,4.0,P11,4,4,2,1,53.0,0
44075,2024-04-28,1,29,6354,2.0,B1,4,1,1,1,46.0,0
44076,2024-04-28,1,34,6355,2.0,B17,6,6,2,1,27.0,0
44077,2024-04-28,2,34,6355,4.0,P9,4,3,2,1,32.0,1
44078,2024-04-28,3,34,6355,4.0,P17,2,6,2,1,31.0,0
44079,2024-04-28,4,34,6355,4.0,P9,4,3,2,1,37.0,0
44080,2024-04-28,5,34,6355,3.0,C9,6,3,1,1,44.0,1
44081,2024-04-28,1,9,6356,2.0,B34,2,6,1,2,41.0,0
44082,2024-04-28,2,9,6356,2.0,B4,10,2,1,1,53.0,1
44083,2024-04-28,3,9,6356,2.0,B3,12,1,1,1,53.0,1
44084,2024-04-28,4,9,6356,2.0,B2,3,1,2,1,57.0,1
44085,2024-04-28,5,9,6356,2.0,B4,10,2,1,1,52.0,1
44086,2024-04-28,6,9,6356,3.0,C8,2,3,2,1,38.0,1
44087,2024-04-28,7,9,6356,3.0,C5,11,2,1,1,38.0,1
44088,2024-04-28,8,9,6356,3.0,C29,6,4,2,2,53.0,0
44089,2024-04-28,9,9,6356,3.0,C21,14,1,1,2,49.0,0
44090,2024-04-28,10,9,6356,3.0,C40,14,2,2,3,45.0,0
44091,2024-04-28,11,9,6356,3.0,C41,13,2,1,3,35.0,1
44092,2024-04-28,12,9,6356,3.0,C42,7,2,1,3,40.0,0
44093,2024-04-28,13,9,6356,3.0,C41,13,2,1,3,32.0,0
44094,2024-04-28,14,9,6356,3.0,C57,5,1,2,4,39.0,0
44095,2024-04-28,15,9,6356,1.0,A23,6,2,2,2,37.0,0
44096,2024-04-28,16,9,6356,1.0,A33,1,5,1,2,36.0,0
44097,2024-04-28,17,9,6356,1.0,A31,6,5,2,2,54.0,0
44098,2024-04-28,18,9,6356,1.0,A36,1,6,1,2,51.0,0
44099,2024-04-28,19,9,6356,1.0,A35,14,6,2,2,45.0,1
44100,2024-04-28,20,9,6356,1.0,A28,1,4,2,2,56.0,0
44101,2024-04-28,21,9,6356,3.0,C36,14,6,1,2,33.0,1
